time,speed,direction,TL_300107,TL_300108
2023-01-16 00:30:00,5.827557696534663,27.7485868495728,149.5,1.4399999
2023-01-16 01:30:00,7.086073796270301,30.992138487903226,225.4,1.4399999
2023-01-16 02:30:00,8.333251979946901,34.94287897937021,272.3,1.4399999
2023-01-16 03:30:00,8.885405945686093,42.71064024256345,214.4,2.8799999
2023-01-16 04:30:00,8.249744134394792,57.37854498095956,115.4,0.35999998
2023-01-16 05:30:00,8.263203961101732,71.48664339397548,127.0,2.52
2023-01-16 06:30:00,8.579766932929777,77.79599432636974,209.7,4.32
2023-01-16 07:30:00,8.31189006915426,81.13154757321774,14.9,1.4399999
2023-01-16 08:30:00,8.236789463673341,85.70167850307983,240.4,2.52
2023-01-16 09:30:00,8.269729408562643,88.58995777479272,333.1,0.0
2023-01-16 10:30:00,8.552622996276456,90.8100232577705,353.6,1.08
2023-01-16 11:30:00,9.443979931135464,94.53085819061678,226.4,0.0
2023-01-16 12:30:00,9.141059780134016,93.92413683973422,357.8,0.0
2023-01-16 13:30:00,8.30328841343188,91.75776103488238,14.9,0.71999997
2023-01-16 14:30:00,7.44616863033332,88.2920623283116,64.9,1.4399999
2023-01-16 15:30:00,6.317232519002408,85.65119596136425,355.4,4.68
2023-01-16 16:30:00,4.9263723844030896,79.57217881813271,194.5,0.0
2023-01-16 17:30:00,3.5430298129862527,72.94963139125962,277.0,0.71999997
2023-01-16 18:30:00,2.8950133877354833,66.03735717874714,357.2,1.4399999
2023-01-16 19:30:00,2.4889887055426794,53.067208877198276,348.0,0.0
2023-01-16 20:30:00,2.5592110577555367,30.17556455047318,328.1,1.08
2023-01-16 21:30:00,2.890762736892147,23.295740137389522,324.4,0.0
2023-01-16 22:30:00,3.206076699494042,29.772724822893572,126.1,1.08
2023-01-16 23:30:00,3.662277228502095,45.35328539384715,0.0,1.08
2023-01-17 00:30:00,5.7037198870886785,60.14889798620983,99.8,2.8799999
2023-01-17 01:30:00,9.867966433993455,69.76571309168538,219.4,2.52
2023-01-17 02:30:00,9.998585819583257,69.60979912477326,163.5,1.08
2023-01-17 03:30:00,10.476549643500391,71.72890458313583,276.4,0.0
2023-01-17 04:30:00,10.801215198749585,79.8459196170175,283.7,0.35999998
2023-01-17 05:30:00,7.197874161527394,82.26032033297871,355.3,8.64
2023-01-17 07:30:00,8.27916897818163,95.64891164475993,145.3,3.6
2023-01-17 08:30:00,8.354107148779631,94.98068570229727,345.8,1.08
2023-01-17 09:30:00,9.314390871723123,95.76386132253795,138.0,1.4399999
2023-01-17 10:30:00,10.18320480126997,95.31693872628014,314.6,0.71999997
2023-01-17 11:30:00,10.14537438400291,98.67085401829308,94.8,3.2399998
2023-01-17 12:30:00,9.252085203188779,94.27416736748393,358.2,3.2399998
2023-01-17 13:30:00,10.026599700012287,88.20209729349118,199.6,3.2399998
2023-01-17 14:30:00,7.8233203285323825,84.29205437867112,357.4,2.8799999
2023-01-17 15:30:00,6.53957332140901,69.58241989090236,226.0,1.08
2023-01-17 16:30:00,8.553307809876964,71.53595464407893,186.0,3.6
2023-01-17 17:30:00,9.841547608142418,84.21438273805923,273.2,3.2399998
2023-01-17 18:30:00,7.641222606516751,85.9768142189044,288.8,1.08
2023-01-17 19:30:00,6.20644680628481,79.1159944925228,270.5,2.52
2023-01-17 20:30:00,6.101577120395746,77.0271449044006,247.4,1.08
2023-01-17 21:30:00,5.103862982526922,74.02979719059385,205.9,1.08
2023-01-17 22:30:00,4.552876841075612,58.7737735026989,358.5,0.35999998
2023-01-17 23:30:00,4.992649594283761,54.131541094468616,86.1,2.16
2023-01-18 00:30:00,4.991472829316961,71.8536166500709,149.0,0.0
2023-01-18 01:30:00,6.5398170230554085,97.52941031538009,186.6,2.8799999
2023-01-18 02:30:00,7.214085964581959,110.2958771145309,148.4,0.0
2023-01-18 03:30:00,7.1678756428516,111.26624773950385,177.6,1.4399999
2023-01-18 04:30:00,6.122986560283747,103.86629875425672,152.3,0.35999998
2023-01-18 05:30:00,5.949258836589057,102.91556465793425,119.9,1.08
2023-01-18 06:30:00,6.316661319594345,104.9593609635924,216.0,1.4399999
2023-01-18 07:30:00,5.749516498070373,105.77660293601173,350.7,0.0
2023-01-18 08:30:00,5.726807781294757,105.44057859001823,264.3,0.71999997
2023-01-18 09:30:00,6.197157417513522,107.42773786085883,230.6,0.71999997
2023-01-18 10:30:00,6.118634740824999,107.86602703542039,327.5,0.0
2023-01-18 11:30:00,5.415270383625763,105.13617431137352,81.8,3.2399998
2023-01-18 12:30:00,4.751580349969436,102.22216732719168,273.9,2.16
2023-01-18 13:30:00,3.9828776099501266,97.97906725150101,185.6,3.6
2023-01-18 14:30:00,3.2223346651218483,92.76098902974158,137.5,2.52
2023-01-18 15:30:00,2.37045002754225,94.90772333001186,157.8,0.35999998
2023-01-18 16:30:00,1.536142892317043,78.07283640988251,333.4,0.0
2023-01-18 17:30:00,1.6735803369350628,35.774244433071686,9.6,3.2399998
2023-01-18 18:30:00,1.914435151830355,17.704900307676954,340.4,0.0
2023-01-18 19:30:00,1.5209792339428367,40.45824993443331,326.9,2.8799999
2023-01-18 20:30:00,2.961903515215238,108.43312613989887,232.7,1.08
2023-01-18 21:30:00,4.293538417991606,114.21894503913865,105.1,0.35999998
2023-01-18 22:30:00,4.521932115432537,101.82531265284689,131.6,2.52
2023-01-18 23:30:00,4.3697072652778095,90.78693712813369,222.8,1.8
2023-01-19 00:30:00,3.509728633697668,83.3015719548648,177.9,0.0
2023-01-19 01:30:00,2.562206947891866,81.5285827593644,346.6,0.35999998
2023-01-19 02:30:00,2.477254000623106,90.08091995758086,356.2,0.35999998
2023-01-19 03:30:00,3.000658290915522,94.37906051390019,332.8,0.0
2023-01-19 04:30:00,3.1790037654920353,86.60430842755456,0.0,0.0
2023-01-19 05:30:00,3.1420289305087747,82.63929797129889,212.6,0.0
2023-01-19 06:30:00,2.938137754255182,79.54828427228902,318.7,0.0
2023-01-19 07:30:00,3.385776087893664,84.53040323697358,321.1,0.0
2023-01-19 08:30:00,4.304435031158884,89.25575767842629,167.9,0.0
2023-01-19 09:30:00,4.523307537330079,92.6154259188771,318.2,0.0
2023-01-19 10:30:00,4.522565412886727,91.01939285499176,53.8,0.0
2023-01-19 11:30:00,4.459067731948958,82.73930975956816,357.9,0.71999997
2023-01-19 12:30:00,4.5042141721377735,74.83794482154958,0.8,0.71999997
2023-01-19 13:30:00,4.46565840953326,69.259637131173,0.1,2.16
2023-01-19 14:30:00,4.01306666469735,56.00264019455818,108.1,1.4399999
2023-01-19 15:30:00,4.2990816804254175,40.16677815036475,201.4,0.0
2023-01-19 16:30:00,6.334809774885272,38.1216567052603,357.4,2.52
2023-01-19 17:30:00,8.174783823347289,47.63371771498363,358.6,0.71999997
2023-01-19 18:30:00,9.873872899504864,65.8041416509914,126.1,1.8
2023-01-19 19:30:00,11.92539706821441,80.9678167273901,272.8,0.0
2023-01-19 20:30:00,12.868179717079704,93.07788270182249,199.8,2.8799999
2023-01-19 21:30:00,11.24222492493167,109.79746516131871,97.2,0.0
2023-01-19 22:30:00,9.317542591893925,132.61575802863453,3.8,15.119999
2023-01-19 23:30:00,7.93608936262845,137.1428955428853,355.5,18.359999
2023-01-20 00:30:00,6.880262131514208,130.7433046113861,344.6,18.72
2023-01-20 01:30:00,5.833121461213698,126.78625742097425,21.5,6.8399997
2023-01-20 02:30:00,5.158381597371295,127.04733305302405,36.6,6.8399997
2023-01-20 03:30:00,4.7709853757019065,128.56256885396203,357.6,10.799999
2023-01-20 04:30:00,4.315043601751222,128.4524396778178,1.9,9.72
2023-01-20 05:30:00,3.764464927462113,124.11066242964236,0.1,3.6
2023-01-20 06:30:00,3.5625372785149674,121.66910926134544,123.7,2.52
2023-01-20 07:30:00,3.1439058831285625,118.66501255412416,212.1,0.0
2023-01-20 08:30:00,2.8838705330510517,123.09207947474438,15.0,2.52
2023-01-20 09:30:00,2.8293785561682694,135.37294890928018,357.5,4.68
2023-01-20 10:30:00,2.8337527998049072,141.35628011731313,358.8,3.96
2023-01-20 11:30:00,2.8451903147112074,139.60915479873884,255.8,0.0
2023-01-20 12:30:00,3.0399112492155376,138.63914066924926,14.8,2.8799999
2023-01-20 13:30:00,3.108956742721598,134.07231993635816,0.0,5.7599998
2023-01-20 14:30:00,2.9415200292579513,129.82055086492053,192.5,2.52
2023-01-20 15:30:00,2.3416066850983093,127.4273167337909,136.6,1.4399999
2023-01-20 16:30:00,1.9013945778674706,125.57662967044247,139.3,1.08
2023-01-20 17:30:00,1.8962696869674567,125.09694996102294,178.1,0.0
2023-01-20 18:30:00,1.5696145447399723,122.19904309753288,192.6,0.35999998
2023-01-20 19:30:00,1.1880625677818974,116.07629092628775,144.9,0.0
2023-01-20 20:30:00,0.9017036165164078,93.75416545414551,155.6,0.35999998
2023-01-20 21:30:00,0.9818452545482413,73.64805107610435,120.8,0.35999998
2023-01-20 22:30:00,1.0887139103706216,72.10506474187301,127.9,3.6
2023-01-20 23:30:00,1.2600769006877772,75.67687826358807,178.1,1.4399999
2023-01-21 00:30:00,1.3802616253199118,84.97608897256856,185.5,0.0
2023-01-21 01:30:00,1.4585101457210827,92.46964310701176,166.9,0.71999997
2023-01-21 02:30:00,1.5327625039978263,97.27486858546423,264.1,1.8
2023-01-21 03:30:00,1.6420436955506765,102.92748913995665,213.1,0.35999998
2023-01-21 04:30:00,1.8311732409779502,106.73972549177432,191.5,0.35999998
2023-01-21 05:30:00,2.032888803189858,106.99560468706603,171.0,0.0
2023-01-21 06:30:00,2.160052556677563,107.35004791686298,353.3,1.08
2023-01-21 07:30:00,2.5631910986044857,115.74510538095981,217.0,2.16
2023-01-21 08:30:00,4.040091351897452,124.69844995929657,231.5,2.8799999
2023-01-21 09:30:00,4.749961137852298,131.09093643413968,121.1,1.4399999
2023-01-21 10:30:00,5.467962711063262,137.3181563586452,357.8,0.71999997
2023-01-21 11:30:00,5.997430215207505,137.01652199842127,181.7,0.35999998
2023-01-21 12:30:00,6.256587998034736,136.40525837174422,14.8,5.7599998
2023-01-21 13:30:00,6.415071018875625,135.87410547648318,335.1,4.68
2023-01-21 14:30:00,6.514768182059283,137.90409353925185,353.3,13.679999
2023-01-21 15:30:00,6.289543452474625,144.4037414295868,14.9,7.5599995
2023-01-21 16:30:00,5.863602021508333,154.77480026005364,7.2,2.16
2023-01-21 17:30:00,6.239122984592428,164.49238341234656,353.4,0.0
2023-01-21 18:30:00,5.276725998888798,165.24976296608838,347.8,21.24
2023-01-21 19:30:00,4.881469280464242,160.19995598608207,45.8,6.12
2023-01-21 20:30:00,4.406292435555242,152.3251421341033,14.9,2.16
2023-01-21 21:30:00,4.371158714683352,143.3511705424509,237.5,1.08
2023-01-21 22:30:00,4.391616498859015,139.60259168236206,289.3,1.8
2023-01-21 23:30:00,4.28542760435694,135.6758905498917,182.6,0.0
2023-01-22 00:30:00,4.2307965643999035,134.90577402620335,205.5,1.4399999
2023-01-22 01:30:00,3.9700429735736664,132.3751161225418,169.3,1.4399999
2023-01-22 02:30:00,3.7216410940286564,123.58282923015106,128.1,2.8799999
2023-01-22 03:30:00,3.8160444365249906,120.11154869283443,140.5,2.16
2023-01-22 04:30:00,3.6973587688407297,115.6524729547238,124.3,1.4399999
2023-01-22 05:30:00,3.5124212378975184,107.55997677499158,133.8,2.8799999
2023-01-22 06:30:00,3.1048535053300776,91.39784939296717,190.0,2.52
2023-01-22 07:30:00,3.2267642480973735,79.3629035869364,107.4,1.08
2023-01-22 08:30:00,3.555483077996613,82.56958110075234,242.3,0.71999997
2023-01-22 09:30:00,3.644271553388348,99.97429005872189,13.1,1.4399999
2023-01-22 10:30:00,4.264386941662597,114.85043804379296,352.5,1.8
2023-01-22 11:30:00,5.209063821276768,124.70284477330422,277.2,2.16
2023-01-22 12:30:00,5.912921405021248,129.49715553539355,139.8,1.8
2023-01-22 13:30:00,6.176475253861841,131.8371845138602,146.7,1.08
2023-01-22 14:30:00,5.913151421345197,133.6851755964435,138.9,1.08
2023-01-22 15:30:00,5.079965431394321,133.0820260986436,41.2,0.35999998
2023-01-22 16:30:00,4.011353330653631,128.8681118428488,169.4,2.16
2023-01-22 17:30:00,3.965006853763464,124.66429885099677,139.3,4.32
2023-01-22 18:30:00,3.8792167451967607,122.28973958892716,128.1,0.35999998
2023-01-22 19:30:00,3.6008678093963633,116.65788900979692,51.9,0.35999998
2023-01-22 20:30:00,3.33986678310871,113.18374358101799,257.6,3.6
2023-01-22 21:30:00,3.1599847059016617,116.17266375565775,186.1,1.08
2023-01-22 22:30:00,2.936937041010155,118.54639087677808,157.0,0.71999997
2023-01-22 23:30:00,2.7640022557782853,121.7596653192179,0.0,0.71999997
2023-01-23 00:30:00,2.600687839404785,123.05826108759977,166.7,0.0
2023-01-23 01:30:00,2.4682020835445657,117.43512059115896,354.4,0.71999997
2023-01-23 02:30:00,2.445320420529018,108.76206611116937,358.7,0.0
2023-01-23 03:30:00,2.6174329540964183,101.02494582076157,0.0,2.52
